id_nota,filial,cidade,tipo_cliente,genero,linha_produto,preco_unitario,quantidade,imposto,total_venda,cogs,lucro_bruto,data_venda,hora_venda,metodo_pagamento,avaliacao
397-25-8725,A,Yangon,Member,Female,"Health and beauty",39.62,9,17.83,374.41,356.58,17.83,2019-01-13,17:54:00,"Credit card",6.8
399-46-5918,C,Naypyitaw,Normal,Female,"Electronic accessories",85.98,8,34.39,722.23,687.84,34.39,2019-02-28,19:01:00,Cash,8.2
399-69-4630,C,Naypyitaw,Normal,Male,"Electronic accessories",22.21,6,6.66,139.92,133.26,6.66,2019-03-07,10:23:00,"Credit card",8.6
400-45-1220,B,Mandalay,Normal,Female,"Health and beauty",13.50,10,6.75,141.75,135.00,6.75,2019-02-27,11:06:00,"Credit card",4.8
400-60-7251,A,Yangon,Normal,Male,"Home and lifestyle",74.07,1,3.70,77.77,74.07,3.70,2019-02-10,12:50:00,Ewallet,9.9
400-80-4065,C,Naypyitaw,Member,Male,"Health and beauty",68.55,4,13.71,287.91,274.20,13.71,2019-02-15,20:21:00,"Credit card",9.2
400-89-4171,C,Naypyitaw,Normal,Female,"Sports and travel",80.97,8,32.39,680.15,647.76,32.39,2019-01-28,13:05:00,Cash,9.3
401-09-4232,C,Naypyitaw,Member,Male,"Home and lifestyle",86.69,5,21.67,455.12,433.45,21.67,2019-02-11,18:38:00,Ewallet,9.4
401-18-8016,B,Mandalay,Member,Female,"Sports and travel",98.13,1,4.91,103.04,98.13,4.91,2019-01-21,17:36:00,Cash,8.9
404-91-5964,A,Yangon,Normal,Male,"Electronic accessories",74.58,7,26.10,548.16,522.06,26.10,2019-02-04,16:09:00,"Credit card",9.0
405-31-3305,A,Yangon,Member,Male,"Fashion accessories",43.13,10,21.57,452.87,431.30,21.57,2019-02-02,18:31:00,"Credit card",5.5
406-46-7107,A,Yangon,Normal,Female,"Home and lifestyle",96.52,6,28.96,608.08,579.12,28.96,2019-01-11,11:52:00,Cash,4.5
407-63-8975,A,Yangon,Normal,Male,"Food and beverages",73.88,6,22.16,465.44,443.28,22.16,2019-03-23,19:16:00,Ewallet,4.4
408-26-9866,C,Naypyitaw,Normal,Female,"Sports and travel",73.98,7,25.89,543.75,517.86,25.89,2019-03-02,16:42:00,Ewallet,4.1
408-66-6712,C,Naypyitaw,Member,Female,"Health and beauty",47.71,6,14.31,300.57,286.26,14.31,2019-02-16,14:19:00,Ewallet,4.4
409-33-9708,A,Yangon,Normal,Female,"Fashion accessories",98.48,2,9.85,206.81,196.96,9.85,2019-02-19,10:12:00,Ewallet,9.2
409-49-6995,C,Naypyitaw,Member,Female,"Food and beverages",47.27,6,14.18,297.80,283.62,14.18,2019-02-05,10:17:00,Cash,8.8
410-67-1709,A,Yangon,Member,Female,"Fashion accessories",63.88,8,25.55,536.59,511.04,25.55,2019-01-20,17:48:00,Ewallet,9.9
411-77-0180,A,Yangon,Member,Male,"Electronic accessories",72.20,7,25.27,530.67,505.40,25.27,2019-03-26,20:14:00,Ewallet,4.3
413-20-6708,C,Naypyitaw,Member,Female,"Fashion accessories",51.47,1,2.57,54.04,51.47,2.57,2019-03-18,15:52:00,Ewallet,8.5
414-12-7047,B,Mandalay,Normal,Male,"Food and beverages",19.79,8,7.92,166.24,158.32,7.92,2019-01-18,12:04:00,Ewallet,8.7
416-13-5917,C,Naypyitaw,Normal,Female,"Food and beverages",97.03,5,24.26,509.41,485.15,24.26,2019-01-30,16:24:00,Ewallet,9.3
416-17-9926,A,Yangon,Member,Female,"Electronic accessories",74.22,10,37.11,779.31,742.20,37.11,2019-01-01,14:42:00,"Credit card",4.3
418-02-5978,B,Mandalay,Normal,Female,"Health and beauty",84.09,9,37.84,794.65,756.81,37.84,2019-02-11,10:54:00,Cash,8.0
418-05-0656,B,Mandalay,Normal,Female,"Fashion accessories",25.56,7,8.95,187.87,178.92,8.95,2019-02-02,20:42:00,Cash,7.1
420-04-7590,B,Mandalay,Normal,Male,"Home and lifestyle",99.70,3,14.96,314.06,299.10,14.96,2019-03-18,11:29:00,Ewallet,4.7
420-11-4919,C,Naypyitaw,Member,Female,"Food and beverages",71.39,5,17.85,374.80,356.95,17.85,2019-02-17,19:57:00,"Credit card",5.5
420-18-8989,A,Yangon,Member,Female,"Sports and travel",51.52,8,20.61,432.77,412.16,20.61,2019-02-02,15:47:00,Cash,9.6
420-97-3340,A,Yangon,Normal,Female,"Food and beverages",71.68,3,10.75,225.79,215.04,10.75,2019-03-28,15:30:00,"Credit card",9.2
421-95-9805,A,Yangon,Normal,Female,"Electronic accessories",28.96,1,1.45,30.41,28.96,1.45,2019-02-07,10:18:00,"Credit card",6.2
422-29-8786,A,Yangon,Normal,Female,"Home and lifestyle",67.09,5,16.77,352.22,335.45,16.77,2019-01-03,16:47:00,"Credit card",9.1
423-57-2993,B,Mandalay,Normal,Male,"Sports and travel",93.39,6,28.02,588.36,560.34,28.02,2019-03-27,19:18:00,Ewallet,10.0
423-64-4619,A,Yangon,Member,Female,"Health and beauty",15.55,9,7.00,146.95,139.95,7.00,2019-03-07,13:12:00,Cash,5.0
423-80-0988,C,Naypyitaw,Normal,Male,"Sports and travel",76.40,2,7.64,160.44,152.80,7.64,2019-01-30,19:42:00,Ewallet,6.5
425-85-2085,B,Mandalay,Member,Male,"Health and beauty",54.86,5,13.72,288.02,274.30,13.72,2019-03-29,16:48:00,Ewallet,9.8
426-39-2418,C,Naypyitaw,Normal,Male,"Electronic accessories",61.41,7,21.49,451.36,429.87,21.49,2019-01-14,10:02:00,Cash,9.8
427-45-9297,B,Mandalay,Member,Female,"Home and lifestyle",40.73,7,14.26,299.37,285.11,14.26,2019-03-12,11:01:00,Ewallet,5.4
428-83-5800,C,Naypyitaw,Member,Female,"Food and beverages",21.08,3,3.16,66.40,63.24,3.16,2019-02-09,10:25:00,Cash,7.3
430-02-3888,B,Mandalay,Normal,Male,"Electronic accessories",46.02,6,13.81,289.93,276.12,13.81,2019-02-07,15:55:00,Cash,7.1
430-53-4718,B,Mandalay,Member,Male,"Health and beauty",75.37,8,30.15,633.11,602.96,30.15,2019-01-28,15:46:00,"Credit card",8.4
430-60-3493,A,Yangon,Member,Female,"Home and lifestyle",94.88,7,33.21,697.37,664.16,33.21,2019-02-03,14:38:00,Cash,4.2
431-66-2305,B,Mandalay,Normal,Female,"Electronic accessories",88.25,9,39.71,833.96,794.25,39.71,2019-02-15,20:51:00,"Credit card",7.6
433-08-7822,C,Naypyitaw,Normal,Female,"Health and beauty",78.89,7,27.61,579.84,552.23,27.61,2019-01-05,19:48:00,Ewallet,7.5
433-75-6987,B,Mandalay,Member,Female,"Health and beauty",55.97,7,19.59,411.38,391.79,19.59,2019-03-05,19:06:00,Ewallet,8.9
434-35-9162,B,Mandalay,Member,Male,"Food and beverages",23.34,4,4.67,98.03,93.36,4.67,2019-02-04,18:53:00,Ewallet,7.4
434-83-9547,C,Naypyitaw,Member,Male,"Food and beverages",38.47,8,15.39,323.15,307.76,15.39,2019-01-23,11:51:00,Cash,7.7
435-13-4908,A,Yangon,Member,Male,"Fashion accessories",86.68,8,34.67,728.11,693.44,34.67,2019-01-24,18:04:00,"Credit card",7.2
436-54-4512,A,Yangon,Member,Female,"Food and beverages",91.61,1,4.58,96.19,91.61,4.58,2019-03-20,19:44:00,Cash,9.8
437-53-3084,B,Mandalay,Normal,Male,"Fashion accessories",99.89,2,9.99,209.77,199.78,9.99,2019-02-26,11:48:00,Ewallet,7.1
437-58-8131,B,Mandalay,Normal,Female,"Fashion accessories",73.52,2,7.35,154.39,147.04,7.35,2019-01-15,13:41:00,Ewallet,4.6
438-01-4015,B,Mandalay,Member,Female,"Sports and travel",49.49,4,9.90,207.86,197.96,9.90,2019-03-21,15:25:00,Ewallet,6.6
438-23-1242,B,Mandalay,Normal,Male,"Electronic accessories",75.88,7,26.56,557.72,531.16,26.56,2019-01-24,10:38:00,Ewallet,8.9
439-54-7422,A,Yangon,Normal,Female,"Electronic accessories",51.19,4,10.24,215.00,204.76,10.24,2019-03-18,17:15:00,"Credit card",4.7
440-59-5691,C,Naypyitaw,Member,Female,"Health and beauty",37.15,7,13.00,273.05,260.05,13.00,2019-02-08,13:12:00,"Credit card",7.7
441-94-7118,A,Yangon,Member,Male,"Electronic accessories",71.95,1,3.60,75.55,71.95,3.60,2019-02-04,12:14:00,Cash,7.3
442-44-6497,C,Naypyitaw,Member,Male,"Home and lifestyle",55.57,3,8.34,175.05,166.71,8.34,2019-01-08,11:42:00,"Credit card",5.9
442-48-3607,A,Yangon,Member,Male,"Food and beverages",23.48,2,2.35,49.31,46.96,2.35,2019-03-14,11:21:00,"Credit card",7.9
443-59-0061,A,Yangon,Member,Male,"Food and beverages",67.45,10,33.73,708.23,674.50,33.73,2019-02-03,11:25:00,Ewallet,4.2
443-60-9639,C,Naypyitaw,Member,Female,"Home and lifestyle",60.87,1,3.04,63.91,60.87,3.04,2019-01-24,13:24:00,Cash,5.5
443-82-0585,A,Yangon,Member,Female,"Health and beauty",77.68,4,15.54,326.26,310.72,15.54,2019-02-01,19:54:00,Cash,8.4
445-30-9252,A,Yangon,Normal,Male,"Sports and travel",25.70,3,3.86,80.96,77.10,3.86,2019-01-17,17:59:00,Ewallet,6.1
446-47-6729,C,Naypyitaw,Normal,Male,"Fashion accessories",99.82,2,9.98,209.62,199.64,9.98,2019-01-02,18:09:00,"Credit card",6.7
447-15-7839,A,Yangon,Member,Female,"Sports and travel",22.24,10,11.12,233.52,222.40,11.12,2019-02-09,11:00:00,Cash,4.2
448-34-8700,B,Mandalay,Member,Male,"Home and lifestyle",36.91,7,12.92,271.29,258.37,12.92,2019-02-10,13:51:00,Ewallet,6.7
448-61-3783,A,Yangon,Normal,Female,"Electronic accessories",90.02,8,36.01,756.17,720.16,36.01,2019-03-21,16:08:00,"Credit card",4.5
448-81-5016,A,Yangon,Normal,Male,"Health and beauty",59.77,2,5.98,125.52,119.54,5.98,2019-03-11,12:01:00,"Credit card",5.8
449-16-6770,A,Yangon,Normal,Male,"Health and beauty",50.79,5,12.70,266.65,253.95,12.70,2019-02-19,14:53:00,"Credit card",5.3
449-27-2918,B,Mandalay,Member,Female,"Sports and travel",39.12,1,1.96,41.08,39.12,1.96,2019-03-26,11:02:00,"Credit card",9.6
450-28-2866,C,Naypyitaw,Member,Male,"Food and beverages",17.44,5,4.36,91.56,87.20,4.36,2019-01-15,19:25:00,Cash,8.1
450-42-3339,C,Naypyitaw,Normal,Male,"Health and beauty",84.61,10,42.31,888.41,846.10,42.31,2019-02-09,18:58:00,"Credit card",8.8
451-28-5717,C,Naypyitaw,Member,Female,"Home and lifestyle",83.17,6,24.95,523.97,499.02,24.95,2019-03-20,11:23:00,Cash,7.3
451-73-2711,C,Naypyitaw,Normal,Male,"Food and beverages",84.83,1,4.24,89.07,84.83,4.24,2019-01-14,15:20:00,Ewallet,8.8
452-04-8808,B,Mandalay,Normal,Male,"Electronic accessories",87.08,7,30.48,640.04,609.56,30.48,2019-01-26,15:17:00,Cash,5.5
453-12-7053,C,Naypyitaw,Normal,Male,"Fashion accessories",45.74,3,6.86,144.08,137.22,6.86,2019-03-10,17:38:00,"Credit card",6.5
453-33-6436,A,Yangon,Normal,Female,"Home and lifestyle",93.12,8,37.25,782.21,744.96,37.25,2019-02-07,10:09:00,Cash,6.8
453-63-6187,B,Mandalay,Normal,Male,"Electronic accessories",27.50,3,4.13,86.63,82.50,4.13,2019-03-01,15:40:00,Ewallet,6.5
457-12-0244,C,Naypyitaw,Member,Female,"Sports and travel",35.22,6,10.57,221.89,211.32,10.57,2019-03-14,13:49:00,Ewallet,6.5
457-13-1708,B,Mandalay,Member,Male,"Fashion accessories",65.23,10,32.62,684.92,652.30,32.62,2019-01-08,19:07:00,"Credit card",5.2
457-94-0464,B,Mandalay,Member,Male,"Electronic accessories",87.87,9,39.54,830.37,790.83,39.54,2019-01-31,20:32:00,Ewallet,5.6
458-10-8612,C,Naypyitaw,Normal,Male,"Health and beauty",64.08,7,22.43,470.99,448.56,22.43,2019-01-20,12:27:00,Ewallet,7.6
458-41-1477,C,Naypyitaw,Normal,Female,"Health and beauty",46.26,6,13.88,291.44,277.56,13.88,2019-03-08,17:11:00,"Credit card",9.5
458-61-0011,B,Mandalay,Normal,Male,"Food and beverages",60.30,4,12.06,253.26,241.20,12.06,2019-02-20,18:43:00,Cash,5.8
459-45-2396,A,Yangon,Member,Female,"Food and beverages",99.60,3,14.94,313.74,298.80,14.94,2019-02-25,18:45:00,Cash,5.8
459-50-7686,A,Yangon,Normal,Female,"Electronic accessories",23.46,6,7.04,147.80,140.76,7.04,2019-01-13,19:14:00,Ewallet,6.4
460-35-4390,A,Yangon,Normal,Male,"Home and lifestyle",30.68,3,4.60,96.64,92.04,4.60,2019-01-22,11:00:00,Ewallet,9.1
460-93-5834,A,Yangon,Normal,Male,"Sports and travel",45.58,7,15.95,335.01,319.06,15.95,2019-01-13,10:03:00,Cash,5.0
462-67-9126,A,Yangon,Normal,Male,"Home and lifestyle",73.22,6,21.97,461.29,439.32,21.97,2019-01-21,17:44:00,Cash,7.2
462-78-5240,C,Naypyitaw,Normal,Female,"Electronic accessories",26.61,2,2.66,55.88,53.22,2.66,2019-03-19,14:35:00,Cash,4.2
466-61-5506,B,Mandalay,Member,Female,"Electronic accessories",90.70,6,27.21,571.41,544.20,27.21,2019-02-26,10:52:00,Cash,5.3
468-01-2051,B,Mandalay,Normal,Male,"Food and beverages",62.08,7,21.73,456.29,434.56,21.73,2019-03-06,13:46:00,Ewallet,5.4
468-88-0009,A,Yangon,Member,Male,"Home and lifestyle",65.94,4,13.19,276.95,263.76,13.19,2019-03-24,10:29:00,Cash,6.0
468-99-7231,C,Naypyitaw,Normal,Female,"Home and lifestyle",44.01,8,17.60,369.68,352.08,17.60,2019-03-03,17:36:00,Cash,8.8
470-31-3286,B,Mandalay,Normal,Male,"Health and beauty",14.82,3,2.22,46.68,44.46,2.22,2019-03-01,11:30:00,"Credit card",8.7
470-32-9057,A,Yangon,Member,Male,"Food and beverages",51.34,5,12.84,269.54,256.70,12.84,2019-03-28,15:31:00,"Credit card",9.1
471-06-8611,C,Naypyitaw,Normal,Female,"Food and beverages",52.42,1,2.62,55.04,52.42,2.62,2019-02-06,10:22:00,"Credit card",6.3
471-41-2823,C,Naypyitaw,Normal,Male,"Food and beverages",99.79,2,9.98,209.56,199.58,9.98,2019-03-07,20:37:00,Ewallet,8.0
472-15-9636,A,Yangon,Normal,Male,"Home and lifestyle",50.93,8,20.37,427.81,407.44,20.37,2019-03-22,19:36:00,Ewallet,9.2
474-33-8305,C,Naypyitaw,Member,Male,"Fashion accessories",67.39,7,23.59,495.32,471.73,23.59,2019-03-23,13:23:00,Ewallet,6.9
477-24-6490,B,Mandalay,Normal,Female,"Health and beauty",99.71,6,29.91,628.17,598.26,29.91,2019-02-26,16:52:00,Ewallet,7.9
477-59-2456,C,Naypyitaw,Normal,Female,"Fashion accessories",45.44,7,15.90,333.98,318.08,15.90,2019-01-23,11:15:00,Cash,9.2
478-06-7835,A,Yangon,Normal,Male,"Fashion accessories",89.69,1,4.48,94.17,89.69,4.48,2019-01-11,11:20:00,Ewallet,4.9
479-26-8945,B,Mandalay,Member,Female,"Sports and travel",16.49,2,1.65,34.63,32.98,1.65,2019-02-05,11:32:00,Ewallet,4.6
480-63-2856,C,Naypyitaw,Normal,Male,"Food and beverages",19.25,8,7.70,161.70,154.00,7.70,2019-01-23,18:37:00,Ewallet,6.6
482-17-1179,A,Yangon,Member,Male,"Electronic accessories",11.94,3,1.79,37.61,35.82,1.79,2019-01-19,12:47:00,"Credit card",8.1
483-71-1164,C,Naypyitaw,Normal,Female,"Health and beauty",81.30,6,24.39,512.19,487.80,24.39,2019-03-08,16:43:00,Ewallet,5.3
484-22-8230,C,Naypyitaw,Member,Female,"Fashion accessories",51.89,7,18.16,381.39,363.23,18.16,2019-01-08,20:08:00,Cash,4.5
485-30-8700,A,Yangon,Normal,Female,"Sports and travel",33.26,5,8.32,174.62,166.30,8.32,2019-03-18,16:10:00,"Credit card",4.2
487-79-6868,B,Mandalay,Member,Female,"Home and lifestyle",12.29,9,5.53,116.14,110.61,5.53,2019-03-26,19:28:00,"Credit card",8.0
488-25-4221,C,Naypyitaw,Member,Female,"Food and beverages",30.41,1,1.52,31.93,30.41,1.52,2019-02-22,10:36:00,"Credit card",8.4
489-64-4354,C,Naypyitaw,Normal,Male,"Fashion accessories",16.28,1,0.81,17.09,16.28,0.81,2019-03-09,15:36:00,Cash,5.0
489-82-1237,A,Yangon,Normal,Female,"Electronic accessories",93.88,7,32.86,690.02,657.16,32.86,2019-01-05,11:51:00,"Credit card",7.3
490-29-1201,A,Yangon,Normal,Female,"Sports and travel",15.34,1,0.77,16.11,15.34,0.77,2019-01-06,11:09:00,Cash,6.5
490-95-0021,B,Mandalay,Member,Female,"Food and beverages",33.21,10,16.61,348.71,332.10,16.61,2019-01-08,14:25:00,Ewallet,6.0
491-38-3499,A,Yangon,Member,Male,"Fashion accessories",55.45,1,2.77,58.22,55.45,2.77,2019-02-26,17:46:00,"Credit card",4.9
493-65-6248,C,Naypyitaw,Member,Female,"Sports and travel",36.98,10,18.49,388.29,369.80,18.49,2019-01-01,19:48:00,"Credit card",7.0
497-36-0989,A,Yangon,Normal,Male,"Fashion accessories",51.94,3,7.79,163.61,155.82,7.79,2019-02-15,15:21:00,Cash,7.9
497-37-6538,A,Yangon,Normal,Male,"Sports and travel",58.91,7,20.62,432.99,412.37,20.62,2019-01-17,15:15:00,Ewallet,9.7
498-41-1961,B,Mandalay,Normal,Male,"Health and beauty",66.68,5,16.67,350.07,333.40,16.67,2019-02-20,18:01:00,Cash,7.6
499-27-7781,B,Mandalay,Normal,Female,"Food and beverages",53.21,8,21.28,446.96,425.68,21.28,2019-03-14,16:45:00,Ewallet,5.0
500-02-2261,C,Naypyitaw,Normal,Female,"Food and beverages",57.29,6,17.19,360.93,343.74,17.19,2019-03-21,17:04:00,Ewallet,5.9
501-61-1753,B,Mandalay,Normal,Female,"Home and lifestyle",63.15,6,18.95,397.85,378.90,18.95,2019-01-03,20:24:00,Ewallet,9.8
502-05-1910,A,Yangon,Normal,Male,"Health and beauty",65.18,3,9.78,205.32,195.54,9.78,2019-02-25,20:35:00,"Credit card",6.3
503-07-0930,C,Naypyitaw,Member,Male,"Sports and travel",58.39,7,20.44,429.17,408.73,20.44,2019-02-23,19:49:00,"Credit card",8.2
503-21-4385,B,Mandalay,Member,Male,"Health and beauty",39.91,3,5.99,125.72,119.73,5.99,2019-02-21,12:40:00,Ewallet,9.3
504-35-8843,A,Yangon,Normal,Male,"Sports and travel",42.47,1,2.12,44.59,42.47,2.12,2019-01-02,16:57:00,Cash,5.7
505-02-0892,B,Mandalay,Member,Male,"Health and beauty",42.57,8,17.03,357.59,340.56,17.03,2019-02-25,14:12:00,Ewallet,5.6
509-10-0516,B,Mandalay,Normal,Male,"Home and lifestyle",45.97,4,9.19,193.07,183.88,9.19,2019-02-09,12:02:00,Ewallet,5.1
509-29-3912,A,Yangon,Member,Female,"Sports and travel",38.72,9,17.42,365.90,348.48,17.42,2019-03-20,12:24:00,Ewallet,4.2
510-09-5628,A,Yangon,Member,Female,"Fashion accessories",19.66,10,9.83,206.43,196.60,9.83,2019-03-15,18:20:00,"Credit card",7.2
510-79-0415,B,Mandalay,Member,Female,"Sports and travel",23.08,6,6.92,145.40,138.48,6.92,2019-01-24,19:20:00,Ewallet,4.9
